time,siteID,gcc_90,gcc_sd
2017-03-12,HARV,0.32677,4.2183738040877916e-5
2017-03-13,HARV,0.32685,2.690175625857743e-4
2017-03-14,HARV,0.33503,9.585713314881741e-4
2017-03-15,HARV,0.32957,1.8263526270595378e-4
2017-03-16,HARV,0.32941,1.613724301871001e-4
2017-03-17,HARV,0.32965,2.162891111263742e-4
2017-03-18,HARV,0.32989,9.279805812536092e-5
2017-03-19,HARV,0.32958,3.2938092828571684e-4
2017-03-20,HARV,0.33001,1.955805758061228e-4
2017-03-21,HARV,NA,0.008584905543654488
2017-03-22,HARV,NA,NA
2017-03-23,HARV,NA,NA
2017-03-24,HARV,NA,NA
2017-03-25,HARV,NA,NA
2017-03-26,HARV,NA,NA
2017-03-27,HARV,0.33019,5.607157656031558e-4
2017-03-28,HARV,0.33111,2.524543199738691e-4
2017-03-29,HARV,0.32971,1.7250706462907593e-4
2017-03-30,HARV,0.32914,2.3196281281836752e-4
2017-03-31,HARV,0.33041,7.579813416474908e-5
2017-04-01,HARV,0.3312,1.3908591383951025e-4
2017-04-02,HARV,0.33022,1.3472405054747546e-4
2017-04-03,HARV,0.33073,1.6440707194681056e-4
2017-04-04,HARV,0.32785,2.168884185991671e-4
2017-04-05,HARV,0.32974,1.1802371951156448e-4
2017-04-06,HARV,0.32919,5.550454767174352e-4
2017-04-07,HARV,0.32811,2.3430400277050866e-4
2017-04-08,HARV,0.32665,1.230979964690363e-4
2017-04-09,HARV,0.32791,2.001249609618925e-4
2017-04-10,HARV,0.32837,1.52594032568486e-4
2017-04-11,HARV,0.32869,9.569147702647891e-5
2017-04-12,HARV,0.33074,5.283568139592211e-4
2017-04-13,HARV,0.32742,1.2373064227074325e-4
2017-04-14,HARV,0.328,2.9668462538321176e-4
2017-04-15,HARV,0.32806,1.2372357108011943e-4
2017-04-16,HARV,0.32952,2.598787660837756e-4
2017-04-17,HARV,0.32853,1.347656408703165e-4
2017-04-18,HARV,0.32826,1.9669532640246502e-4
2017-04-19,HARV,0.32849,1.5924411244042804e-4
2017-04-20,HARV,0.32897,2.511418137472255e-4
2017-04-21,HARV,0.32434,3.1945731789894755e-4
2017-04-22,HARV,0.32998,1.370344809877817e-4
2017-04-23,HARV,0.32887,1.1067915756080303e-4
2017-04-24,HARV,0.3293,1.1449595661696242e-4
2017-04-25,HARV,0.33032,1.7264485193008362e-4
2017-04-26,HARV,0.33239,3.008893185887732e-4
2017-04-27,HARV,0.33182,1.1994802275680147e-4
2017-04-28,HARV,0.33216,3.436909480261323e-4
2017-04-29,HARV,0.33397,3.4609368555879984e-4
2017-04-30,HARV,0.33392,4.206036788877069e-4
2017-05-01,HARV,0.33509,2.8041259688145167e-4
2017-05-02,HARV,0.33334,3.000852232691357e-4
2017-05-03,HARV,0.33259,3.426541661077764e-4
2017-05-04,HARV,0.33339,3.390139940522624e-4
2017-05-05,HARV,0.33966,5.863252687854547e-4
2017-05-06,HARV,0.33969,8.507221700486275e-4
2017-05-07,HARV,0.33792,7.049294942309734e-4
2017-05-08,HARV,0.33599,1.2566667280174463e-4
2017-05-09,HARV,0.33639,1.2442731506663845e-4
2017-05-10,HARV,0.33718,3.911831994222174e-4
2017-05-11,HARV,0.33945,1.8292587993779005e-4
2017-05-12,HARV,0.34002,1.7985163953908821e-4
2017-05-13,HARV,0.34461,0.0010575614375939102
2017-05-14,HARV,0.34965,4.0359473712715897e-4
2017-05-15,HARV,0.35202,5.927390601853253e-4
2017-05-16,HARV,0.34827,2.501180945563289e-4
2017-05-17,HARV,0.36057,0.0011264646201315745
2017-05-18,HARV,0.38374,0.00303882865430153
2017-05-19,HARV,0.40377,0.004506300710818862
2017-05-20,HARV,0.40754,0.0013504628987189267
2017-05-21,HARV,0.41523,9.707155442018605e-4
2017-05-22,HARV,0.44194,0.0013014946103677638
2017-05-23,HARV,0.42215,7.241313095491767e-4
2017-05-24,HARV,0.4276,4.745510445437418e-4
2017-05-25,HARV,0.43784,8.007485926128368e-4
2017-05-26,HARV,0.43584,0.0010135612833479888
2017-05-27,HARV,0.43866,0.0023385203817624413
2017-05-28,HARV,0.45201,0.0022961741116518993
2017-05-29,HARV,0.44909,9.269372213072902e-4
2017-05-30,HARV,0.45148,0.0036285273113178633
2017-05-31,HARV,0.45377,0.0015383136937595575
2017-06-01,HARV,0.43025,0.004803826705909374
2017-06-02,HARV,0.44249,0.002199480458134215
2017-06-03,HARV,0.43906,0.0016614961170399317
2017-06-04,HARV,0.45667,0.0013008007737779184
2017-06-05,HARV,0.45312,9.228730869918537e-4
2017-06-06,HARV,0.45458,0.0017924909586200697
2017-06-07,HARV,0.43706,9.556427690517021e-4
2017-06-08,HARV,0.44323,3.2542123408258914e-4
2017-06-09,HARV,0.44148,0.0010727775127381879
2017-06-10,HARV,0.44195,0.0036705644268745195
2017-06-11,HARV,0.4386,0.0012097109791438757
2017-06-12,HARV,0.42355,9.133519562131437e-4
2017-06-13,HARV,0.43484,0.0037735260262810495
2017-06-14,HARV,0.41789,4.573629987800316e-4
2017-06-15,HARV,0.43321,0.0014751398749312831
2017-06-16,HARV,0.44686,7.851591911900436e-4
2017-06-17,HARV,0.44276,7.851081997445555e-4
2017-06-18,HARV,0.43842,0.0016527616553477311
2017-06-19,HARV,0.44568,4.965365120060172e-4
2017-06-20,HARV,0.43528,9.42989606495844e-4
2017-06-21,HARV,0.42503,0.001210213245503383
2017-06-22,HARV,0.42257,0.0013438479742735674
2017-06-23,HARV,0.43627,0.0018391296997909263
2017-06-24,HARV,0.43893,9.666102498432509e-4
2017-06-25,HARV,0.4208,0.0017077232449154336
2017-06-26,HARV,0.42242,0.001174974915060062
2017-06-27,HARV,0.43173,0.002008328707240568
2017-06-28,HARV,0.42098,8.279985312517708e-4
2017-06-29,HARV,0.42268,5.454583408773312e-4
2017-06-30,HARV,0.43266,0.0025552046867968535
2017-07-01,HARV,0.4293,0.0020655017788342245
2017-07-02,HARV,0.42355,0.0014034990059105259
2017-07-03,HARV,0.41099,5.263549050996285e-4
2017-07-04,HARV,0.41677,0.0011011200399815553
2017-07-05,HARV,0.41904,0.0017843346584846208
2017-07-06,HARV,0.42144,8.221353801323122e-4
2017-07-07,HARV,0.43417,0.0016534932224641
2017-07-08,HARV,0.42473,0.0016268402452833085
2017-07-09,HARV,0.41416,0.0035494849065802244
2017-07-10,HARV,0.41781,5.22181211802179e-4
2017-07-11,HARV,0.43396,0.0018503104142223276
2017-07-12,HARV,0.42706,9.152216736052196e-4
2017-07-13,HARV,0.43216,6.710699346140097e-4
2017-07-14,HARV,0.42762,6.055378870500687e-4
2017-07-15,HARV,0.4279,0.0022342852524661547
2017-07-16,HARV,0.41905,0.002022969711960669
2017-07-17,HARV,0.41927,7.787318094314751e-4
2017-07-18,HARV,0.42074,8.912250033131953e-4
2017-07-19,HARV,0.41912,6.806953890346674e-4
2017-07-20,HARV,0.41755,5.792886559727982e-4
2017-07-21,HARV,0.41059,0.0011967403346471708
2017-07-22,HARV,0.4177,4.966411080489427e-4
2017-07-23,HARV,0.41707,7.450647691335812e-4
2017-07-24,HARV,0.43157,8.150847898800964e-4
2017-07-25,HARV,0.42184,0.0014666253538553869
2017-07-26,HARV,0.41435,0.0020410169234067205
2017-07-27,HARV,0.4239,7.88136783943039e-4
2017-07-28,HARV,0.41428,0.0010037213484359645
2017-07-29,HARV,0.41294,5.147708521313843e-4
2017-07-30,HARV,0.40221,3.7585026816756216e-4
2017-07-31,HARV,0.40558,5.498772497529916e-4
2017-08-01,HARV,0.41448,0.0032068787098348175
2017-08-02,HARV,0.42102,0.0041168832118485
2017-08-03,HARV,0.40602,0.0041287736952924335
2017-08-04,HARV,0.4207,0.00106937708837569
2017-08-05,HARV,0.4324,0.0012221575477116614
2017-08-06,HARV,0.41013,0.0010243830597297158
2017-08-07,HARV,0.41494,4.936724622662197e-4
2017-08-08,HARV,0.42591,0.0013242539062291842
2017-08-09,HARV,0.40447,0.0019363444967784283
2017-08-10,HARV,0.41304,9.483162369727362e-4
2017-08-11,HARV,0.41032,4.045796004017287e-4
2017-08-12,HARV,0.4141,0.0015615956517587423
2017-08-13,HARV,0.40505,0.001923247931420773
2017-08-14,HARV,0.41031,2.324231714185284e-4
2017-08-15,HARV,0.4225,0.0014222848856394299
2017-08-16,HARV,0.40841,0.0010491881456144824
2017-08-17,HARV,0.40373,0.0014128617779788231
2017-08-18,HARV,0.42861,9.642309878650425e-4
2017-08-19,HARV,0.41469,5.593656104217094e-4
2017-08-20,HARV,0.41409,0.0017753682606198454
2017-08-21,HARV,0.41323,9.819529322857038e-4
2017-08-22,HARV,0.41321,0.0011249785093638855
2017-08-23,HARV,0.40758,0.003155818452914401
2017-08-24,HARV,0.40746,0.0015831637253374915
2017-08-25,HARV,0.40912,6.980530150616989e-4
2017-08-26,HARV,0.40165,0.0016022260336348104
2017-08-27,HARV,0.40516,0.0026262925941722766
2017-08-28,HARV,0.40236,5.274396922678347e-4
2017-08-29,HARV,0.40906,0.0014173497085499121
2017-08-30,HARV,0.41161,0.0011020683522636914
2017-08-31,HARV,0.40861,7.905178101493116e-4
2017-09-01,HARV,0.39607,8.71068426750523e-4
2017-09-02,HARV,0.40002,5.649627403282321e-4
2017-09-03,HARV,0.41908,7.106938259797398e-4
2017-09-04,HARV,0.40766,0.0025174768709798232
2017-09-05,HARV,0.41061,7.837935143015851e-4
2017-09-06,HARV,0.4265,0.0027199178390952547
2017-09-07,HARV,0.41351,0.0016134657619230575
2017-09-08,HARV,0.40571,0.001175365995973067
2017-09-09,HARV,0.40412,7.505098664187129e-4
2017-09-10,HARV,0.4048,0.002155477881575035
2017-09-11,HARV,0.39711,5.02377856004901e-4
2017-09-12,HARV,0.39589,0.002008507700675665
2017-09-13,HARV,0.40251,0.0014499788828863382
2017-09-14,HARV,0.41104,7.544096489092254e-4
2017-09-15,HARV,0.41185,0.0012537817609463075
2017-09-16,HARV,0.41354,0.0012814973367438732
2017-09-17,HARV,0.4106,0.0015118084232373578
2017-09-18,HARV,0.41338,0.001258306938967215
2017-09-19,HARV,0.41465,0.0011845535688819804
2017-09-20,HARV,0.42585,0.0017630186196014072
2017-09-21,HARV,0.41228,5.710018420928898e-4
2017-09-22,HARV,0.41367,0.0015986575265975343
2017-09-23,HARV,0.3977,0.006019689594682326
2017-09-24,HARV,0.3989,0.0015766590516995518
2017-09-25,HARV,0.40118,0.0010480575728071284
2017-09-26,HARV,0.39869,0.0030541094828216812
2017-09-27,HARV,0.39746,0.00619010093880973
2017-09-28,HARV,0.39896,0.0029335472380650684
2017-09-29,HARV,0.394,0.003927529374784613
2017-09-30,HARV,0.41432,7.703772002157382e-4
2017-10-01,HARV,0.39081,0.00207649673149715
2017-10-02,HARV,0.38996,0.0023195869002378667
2017-10-03,HARV,0.38922,0.0011558018833127848
2017-10-04,HARV,0.3871,0.0036643459689281645
2017-10-05,HARV,0.40046,0.0016927627440829164
2017-10-06,HARV,0.40503,9.131422090110356e-4
2017-10-07,HARV,0.40249,7.40878752646094e-4
2017-10-08,HARV,0.41693,0.0021703816446112306
2017-10-09,HARV,0.41893,8.12754159682759e-4
2017-10-10,HARV,0.40155,0.004642773993145534
2017-10-11,HARV,0.40279,4.0249451561733804e-4
2017-10-12,HARV,0.38784,0.008554019864558747
2017-10-13,HARV,0.38536,0.00506954200982572
2017-10-14,HARV,0.40441,0.0011611549183850561
2017-10-15,HARV,0.40444,0.0017179739015859986
2017-10-16,HARV,0.39619,8.477221890430463e-4
2017-10-17,HARV,0.38114,0.002101854660211568
2017-10-18,HARV,0.38095,0.002253232435449844
2017-10-19,HARV,0.3802,0.002463438456834718
2017-10-20,HARV,0.37724,2.6957116360044273e-4
2017-10-21,HARV,0.37589,9.79418173807124e-4
2017-10-22,HARV,0.3773,0.0018680482994236555
2017-10-23,HARV,0.37952,0.0013584161581693182
2017-10-24,HARV,0.38336,5.292344875923488e-4
2017-10-25,HARV,0.37812,0.0019585499529926036
2017-10-26,HARV,0.37951,6.0532952739371e-4
2017-10-27,HARV,0.36082,9.381201350334114e-4
2017-10-28,HARV,0.36306,6.46645291216952e-4
2017-10-29,HARV,0.36749,4.982522928667105e-4
2017-10-30,HARV,0.35423,0.006205849907620913
2017-10-31,HARV,0.35059,0.0012403620149630677
2017-11-01,HARV,0.3475,0.0010615966688657843
2017-11-02,HARV,0.34592,0.0012056474788533014
2017-11-03,HARV,0.32848,0.0035969316956062864
2017-11-04,HARV,0.31455,4.704632697281095e-4
2017-11-05,HARV,0.31231,0.0013973470116690465
2017-11-06,HARV,0.30335,5.425093758241716e-4
2017-11-07,HARV,0.2981,7.372575337155991e-4
2017-11-08,HARV,0.30065,0.001536598875598248
2017-11-09,HARV,0.29872,3.9594248190814125e-4
2017-11-10,HARV,0.30899,0.001483986357272676
2017-11-11,HARV,0.30978,9.515883608848029e-4
2017-11-12,HARV,0.31414,0.0010318015756086826
2017-11-13,HARV,0.31432,2.554299496607051e-4
2017-11-14,HARV,0.31658,7.112234644094161e-4
2017-11-15,HARV,0.31201,6.790874320793747e-4
2017-11-16,HARV,0.31165,6.940577215306629e-4
2017-11-17,HARV,0.32145,0.001030829129331117
2017-11-18,HARV,0.32099,2.6415549224204023e-4
2017-11-19,HARV,0.32697,4.871816222531622e-4
2017-11-20,HARV,0.32638,6.233306051087916e-4
2017-11-21,HARV,0.32939,1.9491320517352713e-4
2017-11-22,HARV,0.32766,4.3828181037561194e-4
2017-11-23,HARV,0.32899,5.078928458416694e-4
2017-11-24,HARV,0.32932,0.0013926604989393967
2017-11-25,HARV,0.33016,2.0139076038225794e-4
2017-11-26,HARV,0.32955,5.91758075568057e-4
2017-11-27,HARV,0.32952,3.066953657082864e-4
2017-11-28,HARV,0.3303,5.698155910073855e-4
2017-11-29,HARV,0.32985,2.7290807004168234e-4
2017-11-30,HARV,0.32873,3.179938550298303e-4
2017-12-01,HARV,0.32999,1.5838873001548377e-4
2017-12-02,HARV,0.3286,2.387497408909836e-4
2017-12-03,HARV,0.32823,1.6846291907135434e-4
2017-12-04,HARV,0.32956,5.066455283811157e-4
2017-12-05,HARV,0.33078,4.228234059900818e-4
2017-12-06,HARV,0.33016,8.24590739552109e-4
2017-12-07,HARV,0.32898,3.8113150550668853e-4
2017-12-08,HARV,0.32877,2.4107753431419946e-4
2017-12-09,HARV,0.32953,1.5691854119710021e-4
2017-12-10,HARV,0.32895,2.894285686080929e-4
2017-12-11,HARV,0.32976,2.5544323703504166e-4
2017-12-12,HARV,0.33174,3.3118755768799814e-4
2017-12-13,HARV,0.33003,7.195917209765249e-4
2017-12-14,HARV,0.32992,2.3820911410107158e-4
2017-12-15,HARV,0.32986,1.045774315216921e-4
2017-12-16,HARV,0.33038,2.867114143211689e-4
2017-12-17,HARV,0.33028,3.531750077829059e-4
2017-12-18,HARV,0.33144,1.5922708850658743e-4
2017-12-19,HARV,0.33216,1.9938673732323238e-4
2017-12-20,HARV,0.3307,3.540868312739618e-4
2017-12-21,HARV,0.33019,1.3670518853149422e-4
2017-12-22,HARV,0.33182,1.6847620070526605e-4
2017-12-23,HARV,0.3312,2.2739590576609668e-4
2017-12-24,HARV,0.33113,6.125858753626895e-4
2017-12-25,HARV,0.33069,5.399475545204916e-4
2017-12-26,HARV,0.33012,6.913251398434668e-4
2017-12-27,HARV,0.32974,3.213461481623443e-4
2017-12-28,HARV,0.32932,2.573317560136263e-4
2017-12-29,HARV,NA,NA
2017-12-30,HARV,NA,NA
2017-12-31,HARV,0.32907,2.7516230831704867e-4
2018-01-01,HARV,0.32904,2.557403019487146e-4
2018-01-02,HARV,0.32954,2.1978338129594253e-4
2018-01-03,HARV,0.32986,3.340127701334848e-4
2018-01-04,HARV,0.3321,2.4306606559719289e-4
2018-01-05,HARV,0.32925,2.0933687819261622e-4
2018-01-06,HARV,0.32918,3.8921553758024426e-4
2018-01-07,HARV,0.32964,2.23746508352644e-4
2018-01-08,HARV,0.33096,8.815136564629607e-5
2018-01-09,HARV,0.3315,4.6260072262311024e-4
2018-01-10,HARV,0.33064,3.9121919582718693e-4
2018-01-11,HARV,0.33342,2.93408557531388e-4
2018-01-12,HARV,0.33365,3.2632305265469235e-4
2018-01-13,HARV,0.33101,7.765196030220696e-4
2018-01-14,HARV,0.32956,3.551247231320138e-4
2018-01-15,HARV,0.32874,1.5247220422499443e-4
2018-01-16,HARV,0.33096,2.805712830956841e-4
2018-01-17,HARV,0.32894,2.1821670188047567e-4
2018-01-18,HARV,0.32766,2.0915748973011114e-4
2018-01-19,HARV,0.33014,2.1508701988369718e-4
2018-01-20,HARV,0.33153,2.4019575689975702e-4
2018-01-21,HARV,0.33076,2.1375503431235863e-4
2018-01-22,HARV,0.33022,2.1212026238501294e-4
2018-01-23,HARV,0.33173,1.5971854837143866e-4
2018-01-24,HARV,0.33087,1.6404397618459757e-4
2018-01-25,HARV,0.32978,1.4126454557579068e-4
2018-01-26,HARV,0.33008,2.548953494743888e-4
2018-01-27,HARV,0.33024,2.593924581535497e-4
2018-01-28,HARV,0.33029,2.7847584880443134e-4
2018-01-29,HARV,0.32927,2.3669714051194427e-4
2018-01-30,HARV,0.32756,7.838621286519054e-5
2018-01-31,HARV,0.32835,2.1154938633127549e-4
2018-02-01,HARV,0.33039,1.392609296630319e-4
2018-02-02,HARV,0.33069,4.5683865592899785e-4
2018-02-03,HARV,0.32992,1.4411387787411427e-4
2018-02-04,HARV,0.33091,1.0174959258805029e-4
2018-02-05,HARV,0.33095,2.590480563721792e-4
2018-02-06,HARV,0.33073,1.4611899539870518e-4
2018-02-07,HARV,0.3316,1.3506294828709455e-4
2018-02-08,HARV,0.32762,5.93553257414825e-4
2018-02-09,HARV,0.32998,8.006797112454088e-5
2018-02-10,HARV,0.3317,2.4170285433961752e-4
2018-02-11,HARV,0.33064,1.4215781543691684e-4
2018-02-12,HARV,0.33105,1.0856635326484063e-4
2018-02-13,HARV,0.33001,1.6376123609994554e-4
2018-02-14,HARV,0.33157,2.0145805255380683e-4
2018-02-15,HARV,0.33173,1.5835944646819472e-4
2018-02-16,HARV,0.33068,2.0708127163319873e-4
2018-02-17,HARV,0.32922,2.5558264768157186e-4
2018-02-18,HARV,0.33031,1.4147272038186754e-4
2018-02-19,HARV,0.33153,9.626578852747376e-5
2018-02-20,HARV,0.3312,3.903434385256131e-4
2018-02-21,HARV,0.33147,2.3643301679031987e-4
2018-02-22,HARV,0.32988,2.8340178156801123e-4
2018-02-23,HARV,0.33043,9.881410293463414e-5
2018-02-24,HARV,0.32893,1.6287781823647298e-4
2018-02-25,HARV,0.331,5.731054324770406e-4
2018-02-26,HARV,0.33003,1.4223229634105323e-4
2018-02-27,HARV,0.32909,2.1888723776671394e-4
2018-02-28,HARV,0.32897,3.8217740084191704e-4
2018-03-01,HARV,0.329,1.6824062456822e-4
2018-03-02,HARV,0.33195,4.595499200082444e-4
2018-03-03,HARV,0.33061,8.237499125143573e-5
2018-03-04,HARV,0.32933,1.1149654337096066e-4
2018-03-05,HARV,0.33039,1.6733426890813886e-4
2018-03-06,HARV,0.32886,1.3140135743094173e-4
2018-03-07,HARV,0.33098,1.721483413471312e-4
2018-03-08,HARV,0.32937,1.714520031605211e-4
2018-03-09,HARV,0.32955,2.796500466143831e-4
2018-03-10,HARV,0.33023,2.795375919373351e-4
2018-03-11,HARV,0.33095,2.3212575409524755e-4
2018-03-12,HARV,0.33035,2.373429138936087e-4
2018-03-13,HARV,0.33034,1.3143691898956654e-4
2018-03-14,HARV,0.32892,8.361013511456962e-5
2018-03-15,HARV,0.33021,1.7183879488804187e-4
2018-03-16,HARV,0.33027,1.2815651304844212e-4
2018-03-17,HARV,0.33066,4.0458217298081393e-4
2018-03-18,HARV,0.32989,1.9895802551887225e-4
2018-03-19,HARV,0.33003,1.8987530172215905e-4
2018-03-20,HARV,0.33042,1.3171846290246014e-4
2018-03-21,HARV,0.32966,6.107718769836965e-5
2018-03-22,HARV,0.33067,9.793912311602117e-5
2018-03-23,HARV,0.33073,1.1522400543538627e-4
2018-03-24,HARV,0.33089,3.4498233968403814e-4
2018-03-25,HARV,0.33056,2.151908161305615e-4
2018-03-26,HARV,0.32907,1.812432123992972e-4
2018-03-27,HARV,0.33014,1.0577141313574678e-4
2018-03-28,HARV,0.33124,8.131744045681626e-5
2018-03-29,HARV,0.33182,1.2961796297786065e-4
2018-03-30,HARV,0.33003,3.48781414502041e-4
2018-03-31,HARV,0.3292,3.053823805777675e-4
2018-04-01,HARV,0.32875,1.675775312492437e-4
2018-04-02,HARV,0.32852,2.341291715690091e-4
2018-04-03,HARV,0.32868000000000003,2.382681228518659e-4
2018-04-04,HARV,0.32876,6.822019645296832e-4
2018-04-05,HARV,0.32801,2.0777639963407237e-4
2018-04-06,HARV,0.33008,0.00023126393085451275
2018-04-07,HARV,0.32969,1.8859692576540674e-4
2018-04-08,HARV,0.32874,2.3820531702971678e-4
2018-04-09,HARV,0.32816,1.2446391166166102e-4
2018-04-10,HARV,0.32756,2.207038832500049e-4
2018-04-11,HARV,0.3279,1.847103634540951e-4
2018-04-12,HARV,0.32823,9.141272184047608e-5
2018-04-13,HARV,0.32983,2.509209193253986e-4
2018-04-14,HARV,0.32949,2.086414755175125e-4
2018-04-15,HARV,0.3294,2.455903142409765e-4
2018-04-16,HARV,0.33293,3.708090899971231e-4
2018-04-17,HARV,0.33076,3.8926718383157404e-4
2018-04-18,HARV,0.32849,2.3176674058374814e-4
2018-04-19,HARV,0.32849,2.2521626432006633e-4
2018-04-20,HARV,0.32844,1.0949230519976657e-4
2018-04-21,HARV,0.32846,2.5228029762831014e-4
2018-04-22,HARV,0.32862,1.563591940086004e-4
2018-04-23,HARV,0.32928,3.673624135062567e-4
2018-04-24,HARV,0.32892,9.753124878620272e-5
2018-04-25,HARV,0.32627,1.6856549747434782e-4
2018-04-26,HARV,0.32972,2.1288037840581955e-4
2018-04-27,HARV,0.33017,1.3591623470778137e-4
2018-04-28,HARV,0.33027,2.1581101331810944e-4
2018-04-29,HARV,0.32938,2.5446980174473246e-4
2018-04-30,HARV,0.3299,2.662214024116768e-4
2018-05-01,HARV,0.33063,1.0033107643177115e-4
2018-05-02,HARV,0.33102,1.158781907955107e-4
2018-05-03,HARV,0.33388,2.542561178602921e-4
2018-05-04,HARV,0.33432,2.2331795306976566e-4
2018-05-05,HARV,0.33163,1.0573149666847552e-4
2018-05-06,HARV,0.33585,3.0369894867873873e-4
2018-05-07,HARV,0.33389,3.089416852707879e-4
2018-05-08,HARV,0.3353,2.8450929901232977e-4
2018-05-09,HARV,0.34102,7.872397658779611e-4
2018-05-10,HARV,0.3466,3.5742640172916907e-4
2018-05-11,HARV,0.34752,9.793905018438843e-4
2018-05-12,HARV,0.36504,5.961556145292038e-4
2018-05-13,HARV,0.35199,3.031944213583987e-4
2018-05-14,HARV,0.35901,0.0010631768574438042
2018-05-15,HARV,0.41241,0.004560681667810425
2018-05-16,HARV,0.38529,0.0025011579150302347
2018-05-17,HARV,0.39265,5.438371019610407e-4
2018-05-18,HARV,0.3963,5.498976839896183e-4
2018-05-19,HARV,0.42761,0.0016772829637267956
