time,siteID,gcc_90,gcc_sd
2017-01-23,HARV,NA,NA
2017-01-24,HARV,NA,NA
2017-01-25,HARV,NA,NA
2017-01-26,HARV,NA,NA
2017-01-27,HARV,NA,NA
2017-01-28,HARV,NA,NA
2017-01-29,HARV,NA,NA
2017-01-30,HARV,0.32939,5.395295096996495e-4
2017-01-31,HARV,0.3284,1.9739068894360595e-4
2017-02-01,HARV,0.32916,3.0993356496816055e-4
2017-02-02,HARV,0.32875,4.2173444783392955e-4
2017-02-03,HARV,0.32894,2.04030954034137e-4
2017-02-04,HARV,0.32869,3.2172192074167894e-4
2017-02-05,HARV,0.32899,1.4722158226874316e-4
2017-02-06,HARV,0.32886,2.0374824401396714e-4
2017-02-07,HARV,NA,NA
2017-02-08,HARV,0.32956,9.448762147627629e-5
2017-02-09,HARV,0.33285,3.676616062831328e-4
2017-02-10,HARV,0.32826,1.5583298228341797e-4
2017-02-11,HARV,0.32894,5.3724254394130465e-5
2017-02-12,HARV,0.33093,3.6570285082570343e-4
2017-02-13,HARV,0.32898,4.3667290518469893e-4
2017-02-14,HARV,0.32874,9.733782954855813e-5
2017-02-15,HARV,0.32988,1.9583510348020961e-4
2017-02-16,HARV,0.32967,2.4935836027038555e-4
2017-02-17,HARV,0.32883,1.4117133894235578e-4
2017-02-18,HARV,0.33036,2.3912433790728395e-4
2017-02-19,HARV,0.33015,1.1642795793001714e-4
2017-02-20,HARV,0.32906,7.003089697134207e-5
2017-02-21,HARV,0.32983,1.0698540812194952e-4
2017-02-22,HARV,0.33018,6.138521064323454e-4
2017-02-23,HARV,0.33006,2.5557718910700165e-4
2017-02-24,HARV,0.33048,1.2069881557676097e-4
2017-02-25,HARV,0.33012,2.066392261791528e-4
2017-02-26,HARV,0.32807,2.833592109831312e-4
2017-02-27,HARV,0.32762,2.729810459145009e-4
2017-02-28,HARV,0.32804,1.5695326224902256e-4
2017-03-01,HARV,0.33012,4.581361013355547e-4
2017-03-02,HARV,0.32729,1.4596393180425012e-4
2017-03-03,HARV,0.32674,4.104191983415771e-4
2017-03-04,HARV,0.32654,2.3400750031586667e-4
2017-03-05,HARV,0.3271,2.0883233778828852e-4
2017-03-06,HARV,0.32736,3.106982682242553e-4
2017-03-07,HARV,0.32838,1.9323962073138052e-4
2017-03-08,HARV,0.32791,1.6491222649936865e-4
2017-03-09,HARV,0.32758,3.093930041555718e-4
2017-03-10,HARV,0.32775,1.215735202103056e-4
2017-03-11,HARV,0.32824,1.7339363733825103e-4
2017-03-12,HARV,0.32677,4.878915905010055e-5
2017-03-13,HARV,0.32685,2.7782906505215144e-4
2017-03-14,HARV,0.33503,8.403466728750894e-4
2017-03-15,HARV,0.32957,1.788578776799142e-4
2017-03-16,HARV,0.32941,1.92420139808913e-4
2017-03-17,HARV,0.32965,1.9004588597365538e-4
2017-03-18,HARV,0.32989,1.2395312642697061e-4
2017-03-19,HARV,0.32958,3.114876090829983e-4
2017-03-20,HARV,0.33001,1.8284430758524478e-4
2017-03-21,HARV,NA,0.0052807767055498165
2017-03-22,HARV,NA,NA
2017-03-23,HARV,NA,NA
2017-03-24,HARV,NA,NA
2017-03-25,HARV,NA,NA
2017-03-26,HARV,NA,NA
2017-03-27,HARV,0.33019,8.872092673555942e-4
2017-03-28,HARV,0.33111,3.754533564334537e-4
2017-03-29,HARV,0.32971,1.3306525022081342e-4
2017-03-30,HARV,0.32914,2.175292952356286e-4
2017-03-31,HARV,0.33041,1.0668761188916219e-4
2017-04-01,HARV,0.3312,1.4019212618723877e-4
2017-04-02,HARV,0.33022,1.2483560454961288e-4
2017-04-03,HARV,0.33073,1.6152579120527817e-4
2017-04-04,HARV,0.32785,2.2793941282359993e-4
2017-04-05,HARV,0.32974,1.416376463273161e-4
2017-04-06,HARV,0.32919,4.584325561862195e-4
2017-04-07,HARV,0.32811,2.3054111059302556e-4
2017-04-08,HARV,0.32665,1.8678861128592516e-4
2017-04-09,HARV,0.32791,1.7771118509008426e-4
2017-04-10,HARV,0.32837,1.5702593052468891e-4
2017-04-11,HARV,0.32869,9.07381161050043e-5
2017-04-12,HARV,0.33074,4.8439434137816675e-4
2017-04-13,HARV,0.32742,1.657602263905793e-4
2017-04-14,HARV,0.328,2.464233332776612e-4
2017-04-15,HARV,0.32806,9.00221310658419e-5
2017-04-16,HARV,0.32952,2.1166707493666393e-4
2017-04-17,HARV,0.32853,1.2748327461328102e-4
2017-04-18,HARV,0.32826,2.277116113841933e-4
2017-04-19,HARV,0.32849,1.5522592356606699e-4
2017-04-20,HARV,0.32897,2.1531464968122286e-4
2017-04-21,HARV,0.32434,3.935705729832632e-4
2017-04-22,HARV,0.32998,1.511548860997742e-4
2017-04-23,HARV,0.32887,1.952775565230986e-4
2017-04-24,HARV,0.3293,1.4122322755128215e-4
2017-04-25,HARV,0.33032,1.5713922073714692e-4
2017-04-26,HARV,0.33239,3.5310597125901857e-4
2017-04-27,HARV,0.33182,1.372814775621016e-4
2017-04-28,HARV,0.33216,2.659228336743355e-4
2017-04-29,HARV,0.33397,2.459057360461684e-4
2017-04-30,HARV,0.33392,3.7408331495886264e-4
2017-05-01,HARV,0.33509,3.3153140276663247e-4
2017-05-02,HARV,0.33334,7.397931051093635e-4
2017-05-03,HARV,0.33259,2.66486282527837e-4
2017-05-04,HARV,0.33339,3.427518028652048e-4
2017-05-05,HARV,0.33966,5.336708838271939e-4
2017-05-06,HARV,0.33969,8.091841635945664e-4
2017-05-07,HARV,0.33792,6.569727282880825e-4
2017-05-08,HARV,0.33599,1.190741768471949e-4
2017-05-09,HARV,0.33639,9.887300450783734e-5
2017-05-10,HARV,0.33718,1.9064488196751208e-4
2017-05-11,HARV,0.33945,2.8105393773858255e-4
2017-05-12,HARV,0.34002,1.8185997753373298e-4
2017-05-13,HARV,0.34461,0.0011416792680172452
2017-05-14,HARV,0.34965,4.3902929845052115e-4
2017-05-15,HARV,0.35202,6.283212541107797e-4
2017-05-16,HARV,0.34827,4.070945455045947e-4
2017-05-17,HARV,0.36057,0.0014187337205395305
2017-05-18,HARV,0.38374,0.0037561947744590447
2017-05-19,HARV,0.40377,0.004415679458382791
2017-05-20,HARV,0.40754,0.0013356694421807805
2017-05-21,HARV,0.41523,8.829552936656874e-4
2017-05-22,HARV,0.44194,0.0011917388297640339
2017-05-23,HARV,0.42215,7.661980017979656e-4
2017-05-24,HARV,0.4276,4.161174167104679e-4
2017-05-25,HARV,0.43784,9.790764494550749e-4
2017-05-26,HARV,0.43584,0.001182125608160731
2017-05-27,HARV,0.43866,0.002524751776524019
2017-05-28,HARV,0.45201,0.0020568752306072626
2017-05-29,HARV,0.44909,0.0010091985100331104
2017-05-30,HARV,0.45148,0.00416762707897285
2017-05-31,HARV,0.45377,0.002512624849167314
2017-06-01,HARV,0.43025,0.00480943384592899
2017-06-02,HARV,0.44249,0.002175094612063713
2017-06-03,HARV,0.43906,0.001539819814531715
2017-06-04,HARV,0.45667,0.002418404778664939
2017-06-05,HARV,0.45312,7.629835101328776e-4
2017-06-06,HARV,0.45458,0.0017250036498038834
2017-06-07,HARV,0.43706,0.001404285699752936
2017-06-08,HARV,0.44323,3.080219976242077e-4
2017-06-09,HARV,0.44148,0.0010076337405535987
2017-06-10,HARV,0.44195,0.0036754236685401682
2017-06-11,HARV,0.4386,0.0010827675990116256
2017-06-12,HARV,0.42355,7.617071053139289e-4
2017-06-13,HARV,0.43484,0.003954757188242946
2017-06-14,HARV,0.41789,3.317228797951542e-4
2017-06-15,HARV,0.43321,0.0017607397911800894
2017-06-16,HARV,0.44686,8.597761929949095e-4
2017-06-17,HARV,0.44276,9.190005520639744e-4
2017-06-18,HARV,0.43842,0.0018870252905954686
2017-06-19,HARV,0.44568,4.464890500748468e-4
2017-06-20,HARV,0.43528,5.396524206394671e-4
2017-06-21,HARV,0.42503,0.001095681616201355
2017-06-22,HARV,0.42257,0.0015052793755204847
2017-06-23,HARV,0.43627,0.0021602159733296574
2017-06-24,HARV,0.43893,8.374307308545455e-4
2017-06-25,HARV,0.4208,0.0016084484333845292
2017-06-26,HARV,0.42242,0.0012144372449990257
2017-06-27,HARV,0.43173,0.0020990719819258593
2017-06-28,HARV,0.42098,8.437839214647586e-4
2017-06-29,HARV,0.42268,4.978198350440302e-4
2017-06-30,HARV,0.43266,0.0023640440881278666
2017-07-01,HARV,0.4293,0.0017560298100765773
2017-07-02,HARV,0.42355,0.0015081748796990087
2017-07-03,HARV,0.41099,5.559954617345179e-4
2017-07-04,HARV,0.41677,0.0013392501802524167
2017-07-05,HARV,0.41904,0.0020479587907405433
2017-07-06,HARV,0.42144,9.78395872469473e-4
2017-07-07,HARV,0.43417,0.001753925695957155
2017-07-08,HARV,0.42473,0.001557586057503915
2017-07-09,HARV,0.41416,0.003195958704491712
2017-07-10,HARV,0.41781,8.14168832714242e-4
2017-07-11,HARV,0.43396,0.0014937937006159806
2017-07-12,HARV,0.42706,8.183129095640626e-4
2017-07-13,HARV,0.43216,6.673514987299699e-4
2017-07-14,HARV,0.42762,5.852431052519145e-4
2017-07-15,HARV,0.4279,0.0025829616967618387
2017-07-16,HARV,0.41905,0.002513122368850415
2017-07-17,HARV,0.41927,7.354124273952394e-4
2017-07-18,HARV,0.42074,7.055429809438772e-4
2017-07-19,HARV,0.41912,9.494916639971094e-4
2017-07-20,HARV,0.41755,6.328960352447919e-4
2017-07-21,HARV,0.41059,0.001343367395459515
2017-07-22,HARV,0.4177,4.7057413304799295e-4
2017-07-23,HARV,0.41707,5.78545232563928e-4
2017-07-24,HARV,0.43157,7.507038330113613e-4
2017-07-25,HARV,0.42184,0.0015432100527597644
2017-07-26,HARV,0.41435,0.002325710740608036
2017-07-27,HARV,0.4239,7.841868363379413e-4
2017-07-28,HARV,0.41428,9.094635368710304e-4
2017-07-29,HARV,0.41294,5.792971001170934e-4
2017-07-30,HARV,0.40221,3.6836487512314185e-4
2017-07-31,HARV,0.40558,5.025273447732917e-4
2017-08-01,HARV,0.41448,0.003760388307348171
2017-08-02,HARV,0.42102,0.004209918166638866
2017-08-03,HARV,0.40602,0.004711642117485718
2017-08-04,HARV,0.4207,0.0011805603175040758
2017-08-05,HARV,0.4324,0.0015198005004685659
2017-08-06,HARV,0.41013,9.86515719746073e-4
2017-08-07,HARV,0.41494,5.044981341362313e-4
2017-08-08,HARV,0.42591,0.0012639606684658172
2017-08-09,HARV,0.40447,0.002113890235696131
2017-08-10,HARV,0.41304,9.447148849666545e-4
2017-08-11,HARV,0.41032,4.188943659156952e-4
2017-08-12,HARV,0.4141,0.0012390094340040394
2017-08-13,HARV,0.40505,0.0019785043293418605
2017-08-14,HARV,0.41031,2.319375038976811e-4
2017-08-15,HARV,0.4225,0.0012346675581644108
2017-08-16,HARV,0.40841,9.492134593591469e-4
2017-08-17,HARV,0.40373,0.0013609901811039043
2017-08-18,HARV,0.42861,9.184756128654602e-4
2017-08-19,HARV,0.41469,7.853391855284831e-4
2017-08-20,HARV,0.41409,0.0018872812325173576
2017-08-21,HARV,0.41323,9.407986205824293e-4
2017-08-22,HARV,0.41321,9.799208006314513e-4
2017-08-23,HARV,0.40758,0.0031314096182950856
2017-08-24,HARV,0.40746,0.0025239168013228928
2017-08-25,HARV,0.40912,8.718096180956516e-4
2017-08-26,HARV,0.40165,0.0015773817365676431
2017-08-27,HARV,0.40516,0.0032350658315227223
2017-08-28,HARV,0.40236,6.462482949884695e-4
2017-08-29,HARV,0.40906,0.0013206268185515396
2017-08-30,HARV,0.41161,0.0012036232545009624
2017-08-31,HARV,0.40861,8.790353014666108e-4
2017-09-01,HARV,0.39607,7.639859225116073e-4
2017-09-02,HARV,0.40002,5.268698480029946e-4
2017-09-03,HARV,0.41908,5.968926680257156e-4
2017-09-04,HARV,0.40766,0.0027084487313981487
2017-09-05,HARV,0.41061,9.672218292298699e-4
2017-09-06,HARV,0.4265,0.002467338583434819
2017-09-07,HARV,0.41351,0.0014582092434047345
2017-09-08,HARV,0.40571,0.001141823486841126
2017-09-09,HARV,0.40412,7.537797881209037e-4
2017-09-10,HARV,0.4048,0.0014972779960818988
2017-09-11,HARV,0.39711,7.250674012300753e-4
2017-09-12,HARV,0.39589,0.0019453587848087663
2017-09-13,HARV,0.40251,0.0015195935525323732
2017-09-14,HARV,0.41104,6.566883906762526e-4
2017-09-15,HARV,0.41185,0.0012188346473377839
2017-09-16,HARV,0.41354,0.0011581223207398777
2017-09-17,HARV,0.4106,0.0012929702555096326
2017-09-18,HARV,0.41338,0.0012887740284186838
2017-09-19,HARV,0.41465,0.0013405693027628998
2017-09-20,HARV,0.42585,0.001364966035908469
2017-09-21,HARV,0.41228,5.967141660111386e-4
2017-09-22,HARV,0.41367,0.0015662539992619573
2017-09-23,HARV,0.3977,0.00630394119433492
2017-09-24,HARV,0.3989,0.0028926606353010813
2017-09-25,HARV,0.40118,0.0015233869302260902
2017-09-26,HARV,0.39869,0.0030838963385527106
2017-09-27,HARV,0.39746,0.0028649572137703304
2017-09-28,HARV,0.39896,0.002884365245135738
2017-09-29,HARV,0.394,0.004164924866412023
2017-09-30,HARV,0.41432,0.0011062482284085876
2017-10-01,HARV,0.39081,0.0016834433754561859
2017-10-02,HARV,0.38996,6.651074438289906e-4
2017-10-03,HARV,0.38922,0.00264282483570987
2017-10-04,HARV,0.3871,0.0021976031534378577
2017-10-05,HARV,0.40046,0.0014592857107894575
2017-10-06,HARV,0.40503,8.06373218143297e-4
2017-10-07,HARV,0.40249,0.0013166721495451097
2017-10-08,HARV,0.41693,0.002927989270987927
2017-10-09,HARV,0.41893,8.196169777426987e-4
2017-10-10,HARV,0.40155,0.0050106817125914055
2017-10-11,HARV,0.40279,5.037899286854614e-4
2017-10-12,HARV,0.38784,0.008288196049607843
2017-10-13,HARV,0.38536,0.006973782784698946
2017-10-14,HARV,0.40441,0.0013159542601070388
2017-10-15,HARV,0.40444,0.0015788616410669597
2017-10-16,HARV,0.39619,7.588325017514142e-4
2017-10-17,HARV,0.38114,0.001474428457098564
2017-10-18,HARV,0.38095,0.0038225948406701805
2017-10-19,HARV,0.3802,0.002921546497375409
2017-10-20,HARV,0.37724,2.0319177630796054e-4
2017-10-21,HARV,0.37589,0.00103842337321577
2017-10-22,HARV,0.3773,0.002088657658958627
2017-10-23,HARV,0.37952,0.0014206218149896426
2017-10-24,HARV,0.38336,8.377911677836661e-4
2017-10-25,HARV,0.37812,0.0020925050800903846
2017-10-26,HARV,0.37951,7.811560245519972e-4
2017-10-27,HARV,0.36082,9.736634795598373e-4
2017-10-28,HARV,0.36306,7.829236741802022e-4
2017-10-29,HARV,0.36749,5.220070329497202e-4
2017-10-30,HARV,0.35423,0.0056775201124204646
2017-10-31,HARV,0.35059,0.0030902684279419342
2017-11-01,HARV,0.3475,0.001275557513323454
2017-11-02,HARV,0.34592,0.0015957855766144248
2017-11-03,HARV,0.32848,0.0038403462097332075
2017-11-04,HARV,0.31455,4.6309593311246345e-4
2017-11-05,HARV,0.31231,0.0013470360442429871
2017-11-06,HARV,0.30335,5.155175659629062e-4
2017-11-07,HARV,0.2981,6.539423291054933e-4
2017-11-08,HARV,0.30065,0.0012403471673326795
2017-11-09,HARV,0.29872,3.408770824008473e-4
2017-11-10,HARV,0.30899,0.0013742788566802513
2017-11-11,HARV,0.30978,0.002692053512598496
2017-11-12,HARV,0.31414,8.996476171824412e-4
2017-11-13,HARV,0.31432,2.6177962378414447e-4
2017-11-14,HARV,0.31658,7.067936456640082e-4
2017-11-15,HARV,0.31201,5.789515326371072e-4
2017-11-16,HARV,0.31165,6.226651027671979e-4
2017-11-17,HARV,0.32145,9.73606986878155e-4
2017-11-18,HARV,0.32099,2.2409123870715384e-4
2017-11-19,HARV,0.32697,3.583110859095969e-4
2017-11-20,HARV,0.32638,7.17967539485659e-4
2017-11-21,HARV,0.32939,1.8888977889612297e-4
2017-11-22,HARV,0.32766,4.6096348255030256e-4
2017-11-23,HARV,0.32899,4.8709505421091885e-4
2017-11-24,HARV,0.32932,8.826761166695207e-4
2017-11-25,HARV,0.33016,1.923644754848669e-4
2017-11-26,HARV,0.32955,6.035018773114005e-4
2017-11-27,HARV,0.32952,4.7314237793281684e-4
2017-11-28,HARV,0.3303,9.058843914166108e-4
2017-11-29,HARV,0.32985,2.4188553626262966e-4
2017-11-30,HARV,0.32873,3.2581019891078313e-4
2017-12-01,HARV,0.32999,1.5112668695569154e-4
2017-12-02,HARV,0.3286,2.3489198559754998e-4
2017-12-03,HARV,0.32823,1.6354931229149537e-4
2017-12-04,HARV,0.32956,4.1913407528048436e-4
2017-12-05,HARV,0.33078,4.0500440914707043e-4
2017-12-06,HARV,0.33016,6.837762493562223e-4
2017-12-07,HARV,0.32898,3.0955062887472087e-4
2017-12-08,HARV,0.32877,2.1870621427673377e-4
2017-12-09,HARV,0.32953,1.5475774353379508e-4
2017-12-10,HARV,0.32895,2.124563474971729e-4
2017-12-11,HARV,0.32976,2.8991839527420487e-4
2017-12-12,HARV,0.33174,2.8919340043843467e-4
2017-12-13,HARV,0.33003,5.904610443525999e-4
2017-12-14,HARV,0.32992,2.6198709736106104e-4
2017-12-15,HARV,0.32986,7.841744912027343e-5
2017-12-16,HARV,0.33038,2.54241565990992e-4
2017-12-17,HARV,0.33028,3.0787127180041175e-4
2017-12-18,HARV,0.33144,1.558079613380671e-4
2017-12-19,HARV,0.33216,1.921490237990684e-4
2017-12-20,HARV,0.3307,3.19111306791927e-4
2017-12-21,HARV,0.33019,1.5246057503098487e-4
2017-12-22,HARV,0.33182,3.117444898290505e-4
2017-12-23,HARV,0.3312,2.341562046226058e-4
2017-12-24,HARV,0.33113,4.999792991633136e-4
2017-12-25,HARV,0.33069,5.915265619305632e-4
2017-12-26,HARV,0.33012,6.017174453858223e-4
2017-12-27,HARV,0.32974,1.720194056447378e-4
2017-12-28,HARV,0.32932,3.2815695908499775e-4
2017-12-29,HARV,NA,NA
2017-12-30,HARV,NA,NA
2017-12-31,HARV,0.32907,2.770622857844116e-4
2018-01-01,HARV,0.32904,3.753811124601701e-4
2018-01-02,HARV,0.32954,1.7817742246859487e-4
2018-01-03,HARV,0.32986,2.0184073838913015e-4
2018-01-04,HARV,0.3321,2.3837479064768807e-4
2018-01-05,HARV,0.32925,1.9737101186986572e-4
2018-01-06,HARV,0.32918,3.0745193750821335e-4
2018-01-07,HARV,0.32964,2.445028274950213e-4
2018-01-08,HARV,0.33096,9.878982018117774e-5
2018-01-09,HARV,0.3315,4.0332338774491796e-4
2018-01-10,HARV,0.33064,3.654643258505382e-4
2018-01-11,HARV,0.33342,2.851858684995289e-4
2018-01-12,HARV,0.33365,4.313123779199175e-4
2018-01-13,HARV,0.33101,9.036772044241875e-4
2018-01-14,HARV,0.32956,3.15872381877002e-4
2018-01-15,HARV,0.32874,1.3757743645093925e-4
2018-01-16,HARV,0.33096,2.4140439439382787e-4
2018-01-17,HARV,0.32894,2.445689051939251e-4
2018-01-18,HARV,0.32766,1.7162018339034736e-4
2018-01-19,HARV,0.33014,2.240004518945845e-4
2018-01-20,HARV,0.33153,3.0265525616058117e-4
2018-01-21,HARV,0.33076,1.7523052571643012e-4
2018-01-22,HARV,0.33022,2.9575874337999636e-4
2018-01-23,HARV,0.33173,2.4903662217366904e-4
2018-01-24,HARV,0.33087,1.8117422441351922e-4
2018-01-25,HARV,0.32978,2.1132431406321032e-4
2018-01-26,HARV,0.33008,1.7806259390152498e-4
2018-01-27,HARV,0.33024,2.5382219069615663e-4
2018-01-28,HARV,0.33029,2.614496197615692e-4
2018-01-29,HARV,0.32927,2.4816058000695266e-4
2018-01-30,HARV,0.32756,6.383314026364767e-5
2018-01-31,HARV,0.32835,1.7658040199111403e-4
2018-02-01,HARV,0.33039,1.4558423327953486e-4
2018-02-02,HARV,0.33069,3.936416188382859e-4
2018-02-03,HARV,0.32992,1.6749708983154535e-4
2018-02-04,HARV,0.33091,1.150045181011319e-4
2018-02-05,HARV,0.33095,2.1235076488427252e-4
2018-02-06,HARV,0.33073,1.2604983789221754e-4
2018-02-07,HARV,0.3316,1.4400623569266665e-4
2018-02-08,HARV,0.32762,5.543007729913107e-4
2018-02-09,HARV,0.32998,5.9303783821189084e-5
2018-02-10,HARV,0.3317,2.1439704250930227e-4
2018-02-11,HARV,0.33064,1.310987227323027e-4
2018-02-12,HARV,0.33105,1.2584090376831832e-4
2018-02-13,HARV,0.33001,2.1307452849620833e-4
2018-02-14,HARV,0.33157,2.3276474941757853e-4
2018-02-15,HARV,0.33173,1.4604570154158915e-4
2018-02-16,HARV,0.33068,2.595856195507526e-4
2018-02-17,HARV,0.32922,2.854705388852453e-4
2018-02-18,HARV,0.33031,1.6335312944036482e-4
2018-02-19,HARV,0.33153,1.0591197731501172e-4
2018-02-20,HARV,0.3312,3.02169029599299e-4
2018-02-21,HARV,0.33147,1.842119453681782e-4
2018-02-22,HARV,0.32988,2.712321462195465e-4
2018-02-23,HARV,0.33043,8.943022590892705e-5
2018-02-24,HARV,0.32893,1.5179707318842896e-4
2018-02-25,HARV,0.331,5.372816310096639e-4
2018-02-26,HARV,0.33003,1.2707882175554152e-4
2018-02-27,HARV,0.32909,2.649503642386698e-4
2018-02-28,HARV,0.32897,3.55746584878984e-4
2018-03-01,HARV,0.329,1.577756040219537e-4
2018-03-02,HARV,0.33195,5.12132235793427e-4
2018-03-03,HARV,0.33061,9.049542552426161e-5
2018-03-04,HARV,0.32933,1.0923317878254391e-4
2018-03-05,HARV,0.33039,1.62604942566148e-4
2018-03-06,HARV,0.32886,1.966842502228265e-4
2018-03-07,HARV,0.33098,1.836958622177257e-4
2018-03-08,HARV,0.32937,1.7100129609247606e-4
2018-03-09,HARV,0.32955,2.9318760170907404e-4
2018-03-10,HARV,0.33023,2.632245289730118e-4
2018-03-11,HARV,0.33095,3.120531194969132e-4
2018-03-12,HARV,0.33035,2.430995630416028e-4
2018-03-13,HARV,0.33034,1.325141255466288e-4
2018-03-14,HARV,0.32892,1.0416646802701832e-4
2018-03-15,HARV,0.33021,1.249112337883699e-4
2018-03-16,HARV,0.33027,1.4429706461720573e-4
2018-03-17,HARV,0.33066,5.125565075866107e-4
2018-03-18,HARV,0.32989,1.348364466564504e-4
2018-03-19,HARV,0.33003,2.000481411448447e-4
2018-03-20,HARV,0.33042,1.2278244240632814e-4
2018-03-21,HARV,0.32966,6.080145003640903e-5
2018-03-22,HARV,0.33067,7.661964366870499e-5
2018-03-23,HARV,0.33073,1.2143291420805865e-4
2018-03-24,HARV,0.33089,2.473384890454067e-4
2018-03-25,HARV,0.33056,2.8943669146697494e-4
2018-03-26,HARV,0.32907,1.4728520299204425e-4
2018-03-27,HARV,0.33014,8.923650072264583e-5
2018-03-28,HARV,0.33124,8.254820236858543e-5
2018-03-29,HARV,0.33182,1.4424911134023095e-4
2018-03-30,HARV,0.33003,3.032981263862143e-4
2018-03-31,HARV,0.3292,2.1890591026972513e-4
2018-04-01,HARV,0.32875,1.9071241732632424e-4
2018-04-02,HARV,0.32852,2.2509989528460544e-4
2018-04-03,HARV,0.32868000000000003,1.6593483968236047e-4
2018-04-04,HARV,0.32876,8.175598359179099e-4
2018-04-05,HARV,0.32801,2.0858096749224464e-4
2018-04-06,HARV,0.33008,1.5949233363956016e-4
2018-04-07,HARV,0.32969,1.9421651708905805e-4
2018-04-08,HARV,0.32874,1.7360383706846642e-4
2018-04-09,HARV,0.32816,1.380365228215077e-4
2018-04-10,HARV,0.32756,1.1376954866782637e-4
2018-04-11,HARV,0.3279,1.6879936163918132e-4
2018-04-12,HARV,0.32823,8.931965069344446e-5
2018-04-13,HARV,0.32983,1.804243082857967e-4
2018-04-14,HARV,0.32949,1.795897410823975e-4
2018-04-15,HARV,0.3294,2.4924813388448557e-4
2018-04-16,HARV,0.33293,3.8666448885147845e-4
2018-04-17,HARV,0.33076,4.03411258228257e-4
2018-04-18,HARV,0.32849,2.5442174210774863e-4
2018-04-19,HARV,0.32849,2.2957396211598988e-4
2018-04-20,HARV,0.32844,1.0220546732450472e-4
2018-04-21,HARV,0.32846,1.7125276699686152e-4
2018-04-22,HARV,0.32862,2.0111608588075752e-4
2018-04-23,HARV,0.32928,1.0836300483247999e-4
2018-04-24,HARV,0.32892,1.0368631854329078e-4
2018-04-25,HARV,0.32627,1.5132553907225627e-4
2018-04-26,HARV,0.32972,2.7630826027080844e-4
2018-04-27,HARV,0.33017,1.7003418143756176e-4
2018-04-28,HARV,0.33027,2.2066934910097973e-4
2018-04-29,HARV,0.32938,3.313185556320701e-4
2018-04-30,HARV,0.3299,2.728586566898851e-4
2018-05-01,HARV,0.33063,1.6439623611560946e-4
2018-05-02,HARV,0.33102,1.1060652082485378e-4
2018-05-03,HARV,0.33388,2.3325183464947228e-4
2018-05-04,HARV,0.33432,1.816361017787734e-4
2018-05-05,HARV,0.33163,9.259854981894686e-5
2018-05-06,HARV,0.33585,2.556621782504279e-4
2018-05-07,HARV,0.33389,2.8751705255549917e-4
2018-05-08,HARV,0.3353,4.466724060957252e-4
2018-05-09,HARV,0.34102,6.742294516478673e-4
2018-05-10,HARV,0.3466,4.0299001658773584e-4
2018-05-11,HARV,0.34752,7.794930890767209e-4
2018-05-12,HARV,0.36504,5.921675659156308e-4
2018-05-13,HARV,0.35199,5.697981024459653e-4
2018-05-14,HARV,0.35901,0.0010209899407847562
2018-05-15,HARV,0.41241,0.003912604159349003
2018-05-16,HARV,0.38529,0.0024481598337176822
2018-05-17,HARV,0.39265,6.900708333946809e-4
2018-05-18,HARV,0.3963,3.92172392330365e-4
2018-05-19,HARV,0.42761,0.0017179333046377738
